,Name,Artists,Genre,solo_genre,og_genre_count
473,All Over Me,Josh Turner,"Country,Rock",rock,2
474,All Over The Road,Easton Corbin,Country,country,1
475,All Star,Smash Mouth,"Punk Rock,Ska,Ska Punk,Screen,Pop-Rock,Soundtrack,Power Pop,Memes,Pop-Punk,Alternative Rock,Rock",rock,11
477,All Star,Smash Mouth,"Punk Rock,Ska,Ska Punk,Screen,Pop-Rock,Soundtrack,Power Pop,Memes,Pop-Punk,Alternative Rock,Rock",pop,11
478,All Summer Long,Kid Rock,"Country,Rock",country,2
479,All Summer Long,Kid Rock,"Country,Rock",rock,2
480,All Summer Long,The Rock Heroes,Pop,pop,1
481,All That I Can Say,Mary J. Blige,"Soul Pop,Pop,Soul,R&;B",pop,4
483,All That I Can Say,Mary J. Blige,"Soul Pop,Pop,Soul,R&;B",r&b,4
485,All That Matters,Justin Bieber,"Canada,Pop",pop,2
486,All The Above,Maino,Rap,rap,1
487,All The Good Girls Go To Hell,Billie Eilish,"Alternative Pop,Alternative,Trip-Hop,Soul Pop,Electro-Pop,Electronic,Pop",pop,7
488,All The Good Girls Go To Hell,Billie Eilish,"Alternative Pop,Alternative,Trip-Hop,Soul Pop,Electro-Pop,Electronic,Pop",alternative/indie,7
490,All The Good Girls Go To Hell,Billie Eilish,"Alternative Pop,Alternative,Trip-Hop,Soul Pop,Electro-Pop,Electronic,Pop",dance/electronic/house,7
491,All The Pretty Girls,Kenny Chesney,Country,country,1
492,All The Right Moves,OneRepublic,"Pop,Pop-Rock,Rock",pop,3
493,All The Right Moves,OneRepublic,"Pop,Pop-Rock,Rock",rock,3
494,All The Small Things,Blink,"Power Pop,Punk Rock,Alternative Rock,Pop-Rock,Pop-Punk,Rock",pop,6
495,All The Small Things,Blink,"Power Pop,Punk Rock,Alternative Rock,Pop-Rock,Pop-Punk,Rock",rock,6
496,All The Stars,"Kendrick Lamar, SZA","Pop,Soundtrack,R&;B,Rap",pop,4
498,All The Stars,"Kendrick Lamar, SZA","Pop,Soundtrack,R&;B,Rap",r&b,4
499,All The Stars,"Kendrick Lamar, SZA","Pop,Soundtrack,R&;B,Rap",rap,4
501,All The Things She Said,t.A.T.u.,"\xd0\xa0\xd0\xbe\xd1\x81\xd1\x81\xd0\xb8\xd1\x8f (Russia),Pop-Rock,Pop,Rock",pop,4
502,All The Things She Said,t.A.T.u.,"\xd0\xa0\xd0\xbe\xd1\x81\xd1\x81\xd0\xb8\xd1\x8f (Russia),Pop-Rock,Pop,Rock",rock,4
503,All The Way Home,Tamar Braxton,"R&;B,Rap",r&b,2
504,All The Way Home,Tamar Braxton,"R&;B,Rap",rap,2
505,All The Way Turnt Up,Roscoe Dash,Rap,rap,1
506,All The Way Up,"Fat Joe, Remy Ma, Jay Z",Rap,rap,1
507,All These Things That I've Done,The Killers,"Indie Rock,New Wave,Rock",rock,3
509,All Things Considered,Yankee Grey,Pop,pop,1
510,All Time Low,Jon Bellion,"Electro-Pop,Alternative Pop,Alternative Dance,Dance,Pop",pop,5
511,All Time Low,Jon Bellion,"Electro-Pop,Alternative Pop,Alternative Dance,Dance,Pop",dance/electronic/house,5
512,All To Myself,Dan + Shay,Country,country,1
513,All Too Well,Taylor Swift,"Rock,Pop,Alternative Pop,Alternative Rock,Country",rock,5
514,All Too Well,Taylor Swift,"Rock,Pop,Alternative Pop,Alternative Rock,Country",pop,5
515,All Too Well,Taylor Swift,"Rock,Pop,Alternative Pop,Alternative Rock,Country",country,5
516,All We Know,The Chainsmokers,"Dance,Electronic,Pop",dance/electronic/house,3
517,All We Know,The Chainsmokers,"Dance,Electronic,Pop",pop,3
518,All You Wanted,Michelle Branch,"Pop-Punk,Rock",pop,2
519,All You Wanted,Michelle Branch,"Pop-Punk,Rock",rock,2
520,All Your Fault,Big Sean,Rap,rap,1
521,All Your Life,The Band Perry,"Country,Rock",country,2
522,All Your Life,The Band Perry,"Country,Rock",rock,2
523,Almost,Bowling For Soup,"Punk Rock,Pop-Punk,Rock",rock,3
524,Almost,Bowling For Soup,"Punk Rock,Pop-Punk,Rock",pop,3
526,Almost Doesn't Count,Brandy,"Soul,Pop,Soul Pop,R&;B",pop,4
527,Almost Doesn't Count,Brandy,"Soul,Pop,Soul Pop,R&;B",r&b,4
528,Almost Home,Craig Morgan,Country,country,1
529,Almost Home,Mary Chapin Carpenter,"Country,Pop",country,2
530,Almost Home,Mary Chapin Carpenter,"Country,Pop",pop,2
532,Almost Is Never Enough,"Ariana Grande, Nathan Sykes","UK,Piano,Ballad,R&;B,Pop",r&b,5
533,Almost Is Never Enough,"Ariana Grande, Nathan Sykes","UK,Piano,Ballad,R&;B,Pop",pop,5
534,Almost Like Praying,Lin,"Latin Pop,Pop,Latin Music,En Espa\xc3\xb1ol,Rap",pop,5
536,Almost Like Praying,Lin,"Latin Pop,Pop,Latin Music,En Espa\xc3\xb1ol,Rap",rap,5
538,Almost Slipped,Meek Mill,"East Coast,R&;B,Rap",r&b,3
539,Almost Slipped,Meek Mill,"East Coast,R&;B,Rap",rap,3
541,Alone,Glee Cast,"Cover,Screen,Soundtrack,TV,Rock,Pop",rock,6
542,Alone,Glee Cast,"Cover,Screen,Soundtrack,TV,Rock,Pop",pop,6
543,Alone,Halsey,"UK Rap,UK,Alternative Pop,Alternative,Remix,Jazz,Pop",rap,7
545,Alone,Halsey,"UK Rap,UK,Alternative Pop,Alternative,Remix,Jazz,Pop",pop,7
546,Alone,Halsey,"UK Rap,UK,Alternative Pop,Alternative,Remix,Jazz,Pop",alternative/indie,7
547,Alone,Lasgo,Pop,pop,1
548,Alone,Marshmello,"Electronic Trap,Electronic,Pop",rap,3
549,Alone,Marshmello,"Electronic Trap,Electronic,Pop",dance/electronic/house,3
550,Alone,Marshmello,"Electronic Trap,Electronic,Pop",pop,3
551,Alone Together,Fall Out Boy,"Pop,Alternative,Alternative Pop,Pop-Rock,Rock",pop,5
552,Alone Together,Fall Out Boy,"Pop,Alternative,Alternative Pop,Pop-Rock,Rock",alternative/indie,5
553,Alone Together,Fall Out Boy,"Pop,Alternative,Alternative Pop,Pop-Rock,Rock",rock,5
554,Alone With You,Jake Owen,"Country,R&;B,Rock",country,3
555,Alone With You,Jake Owen,"Country,R&;B,Rock",r&b,3
556,Alone With You,Jake Owen,"Country,R&;B,Rock",rock,3
557,Already Callin' You Mine,Parmalee,Country,country,1
558,Already Gone,Kelly Clarkson,"R&;B,Pop",r&b,2
559,Already Gone,Kelly Clarkson,"R&;B,Pop",pop,2
560,Already Gone,Sugarland,"Country,Rock",country,2
561,Already Gone,Sugarland,"Country,Rock",rock,2
562,Alright,Darius Rucker,"Country,Rock",country,2
563,Alright,Darius Rucker,"Country,Rock",rock,2
564,Alright,Kendrick Lamar,"Hip-Hop,Pop,Politics,Screen,Producer,Post-Bop,Christian,Conscious Hip-Hop,Trap,West Coast,Rap",hip hop,11
565,Alright,Kendrick Lamar,"Hip-Hop,Pop,Politics,Screen,Producer,Post-Bop,Christian,Conscious Hip-Hop,Trap,West Coast,Rap",pop,11
567,Alright,Kendrick Lamar,"Hip-Hop,Pop,Politics,Screen,Producer,Post-Bop,Christian,Conscious Hip-Hop,Trap,West Coast,Rap",rap,11
568,Always,Saliva,Rock,rock,1
569,Always Be My Baby,David Cook,Pop,pop,1
570,Always On Time,Ja Rule,Rap,rap,1
571,Always On Your Side,"Sheryl Crow, Sting",Country,country,1
573,Always Remember Us This Way,Lady Gaga,"TV,Musicals,Soundtrack,Pop",pop,4
574,Always Strapped,Birdman,"Trap,Rap",rap,2
575,Always The Love Songs,Eli Young Band,Country,country,1
576,Alyssa Lies,Jason Michael Carroll,Pop,pop,1
577,Am I The Only One,Dierks Bentley,"Country,Rock",country,2
578,Am I The Only One,Dierks Bentley,"Country,Rock",rock,2
580,Am I Wrong,"Nico, Vinz","Norge,Afrobeats,Pop",pop,3
581,Amarillo Sky,Jason Aldean,Country,country,1
582,Amazed,Lonestar,"Pop,Country",pop,2
583,Amazed,Lonestar,"Pop,Country",country,2
584,Amazing,Josh Kelley,Pop,pop,1
585,Amazing,Kanye West,"Pop,R&;B,Rap",pop,3
586,Amazing,Kanye West,"Pop,R&;B,Rap",r&b,3
587,Amazing,Kanye West,"Pop,R&;B,Rap",rap,3
588,Ambition,Wale,Rap,rap,1
589,Amen,Edens Edge,Pop,pop,1
591,Amen,Meek Mill,"Canada,Rap",rap,2
592,America's Suitehearts,Fall Out Boy,"Indie,Indie Pop,Indie Rock,Pop-Rock,Alternative Pop,Alternative,Punk Rock,Alternative Rock,Pop-Punk,Emo,Rock",alternative/indie,11
593,America's Suitehearts,Fall Out Boy,"Indie,Indie Pop,Indie Rock,Pop-Rock,Alternative Pop,Alternative,Punk Rock,Alternative Rock,Pop-Punk,Emo,Rock",pop,11
594,America's Suitehearts,Fall Out Boy,"Indie,Indie Pop,Indie Rock,Pop-Rock,Alternative Pop,Alternative,Punk Rock,Alternative Rock,Pop-Punk,Emo,Rock",rock,11
596,American Baby,Dave Matthews Band,Rock,rock,1
598,American Boy,Estelle,"Memes,R&;B,Rap",r&b,3
599,American Boy,Estelle,"Memes,R&;B,Rap",rap,3
600,American Child,Phil Vassar,Country,country,1
601,American Country Love Song,Jake Owen,Country,country,1
602,American Girl,Bonnie McKee,Pop,pop,1
603,American Honey,Lady Antebellum,"Country,Rock",country,2
604,American Honey,Lady Antebellum,"Country,Rock",rock,2
606,American Idiot,Green Day,"West Coast,Pop-Punk,Pop-Rock,Alternative Rock,Punk Rock,Rock",pop,6
607,American Idiot,Green Day,"West Coast,Pop-Punk,Pop-Rock,Alternative Rock,Punk Rock,Rock",rock,6
608,American Kids,Kenny Chesney,"Country,Rock",country,2
609,American Kids,Kenny Chesney,"Country,Rock",rock,2
610,American Life,Madonna,Pop,pop,1
611,American Oxygen,Rihanna,"R&;B,Pop",r&b,2
612,American Oxygen,Rihanna,"R&;B,Pop",pop,2
614,American Pie,Madonna,"Soundtrack,Cover,Pop",pop,3
615,American Ride,Toby Keith,"Country,Rock",country,2
616,American Ride,Toby Keith,"Country,Rock",rock,2
617,American Saturday Night,Brad Paisley,Country,country,1
618,American Soldier,Toby Keith,"Country,Rock",country,2
619,American Soldier,Toby Keith,"Country,Rock",rock,2
621,American Woman,Lenny Kravitz,"Producer,Screen,Cover,Soundtrack,Alternative Rock,Funk Rock,Rock",rock,7
623,Amnesia,5 Seconds Of Summer,"Australia,Punk Rock,Pop-Rock,Pop,Rock",rock,5
624,Amnesia,5 Seconds Of Summer,"Australia,Punk Rock,Pop-Rock,Pop,Rock",pop,5
626,Amor Eterno,Cristian Castro,"En Espa\xc3\xb1ol,Pop",pop,2
627,Amor Genuino,Ozuna,"Latin Pop,En Espa\xc3\xb1ol,Pop,Puerto Rico,Latin Music",pop,5
629,An Honest Mistake,The Bravery,"Rock,Indie Rock",rock,2
631,Anaconda,Nicki Minaj,"Memes,Rap,Pop,Producer",rap,4
632,Anaconda,Nicki Minaj,"Memes,Rap,Pop,Producer",pop,4
633,And I,Ciara,"R&;B,Rap",r&b,2
634,And I,Ciara,"R&;B,Rap",rap,2
636,And I Am Telling You I'm Not Going,Glee Cast,"Soundtrack,TV,Screen,Musicals,R&;B,Soul,Cover,Pop",r&b,8
637,And I Am Telling You I'm Not Going,Glee Cast,"Soundtrack,TV,Screen,Musicals,R&;B,Soul,Cover,Pop",pop,8
638,And I Am Telling You I'm Not Going,Jennifer Hudson,R&;B,r&b,1
639,And Then What,Young Jeezy,Rap,rap,1
640,Angel,Akon,Pop,pop,1
641,Angel,Amanda Perez,Rap,rap,1
642,Angel,Lionel Richie,Rock,rock,1
643,Angel,Natasha Bedingfield,Pop,pop,1
645,Angel,Shaggy,"Jamaica,Dance,Reggae,R&;B",dance/electronic/house,4
646,Angel,Shaggy,"Jamaica,Dance,Reggae,R&;B",r&b,4
647,Angel Eyes,Love And Theft,Country,country,1
648,Angel In Blue Jeans,Train,"Rock,Pop-Rock",rock,2
649,Angel In Blue Jeans,Train,"Rock,Pop-Rock",pop,2
650,Angelito,Don Omar,"Pop,Puerto Rico,Latin Music,Latin Pop,Latin Urban,Reggaeton,En Espa\xc3\xb1ol,Rap",pop,8
652,Angelito,Don Omar,"Pop,Puerto Rico,Latin Music,Latin Pop,Latin Urban,Reggaeton,En Espa\xc3\xb1ol,Rap",rap,8
654,Angels,David Archuleta,"Cover,Ballad,Pop",pop,3
656,Angels,Robbie Williams,"UK,Pop,Gospel,Pop-Rock,Rock",pop,5
657,Angels,Robbie Williams,"UK,Pop,Gospel,Pop-Rock,Rock",rock,5
658,Angels In Waiting,Tammy Cochran,Pop,pop,1
659,Angels On The Moon,Thriving Ivory,"Rock,Pop-Rock,Indie Rock",rock,3
660,Angels On The Moon,Thriving Ivory,"Rock,Pop-Rock,Indie Rock",pop,3
661,Angels Would Fall,Melissa Etheridge,Pop,pop,1
662,Angry All The Time,Tim McGraw,"Country,Rock",country,2
663,Angry All The Time,Tim McGraw,"Country,Rock",rock,2
665,Animal,Glee Cast,"Cover,Screen,Soundtrack,Pop",pop,4
666,Animal,Neon Trees,"Adult Alternative,Adult Contemporary,Alternative Dance,Alternative Rock,New Wave,Pop-Rock,Pop,Rock",alternative/indie,8
668,Animal,Neon Trees,"Adult Alternative,Adult Contemporary,Alternative Dance,Alternative Rock,New Wave,Pop-Rock,Pop,Rock",dance/electronic/house,8
669,Animal,Neon Trees,"Adult Alternative,Adult Contemporary,Alternative Dance,Alternative Rock,New Wave,Pop-Rock,Pop,Rock",rock,8
670,Animal,Neon Trees,"Adult Alternative,Adult Contemporary,Alternative Dance,Alternative Rock,New Wave,Pop-Rock,Pop,Rock",pop,8
671,Animal I Have Become,Three Days Grace,"Alternative Rock,Rock",rock,2
673,Animals,Maroon 5,"Adult Contemporary,Adult Alternative,Pop-Rock,Pop",alternative/indie,4
674,Animals,Maroon 5,"Adult Contemporary,Adult Alternative,Pop-Rock,Pop",pop,4
676,Animals,Martin Garrix,"Memes,House,Electronic,Pop",dance/electronic/house,4
677,Animals,Martin Garrix,"Memes,House,Electronic,Pop",pop,4
678,Animals,Nickelback,Rock,rock,1
679,Anna,Molly,Rock,rock,1
680,Anonymous,Bobby Valentino,"R&;B,Rap",r&b,2
681,Anonymous,Bobby Valentino,"R&;B,Rap",rap,2
682,Another Dumb Blonde,Hoku,"Teen Pop,Pop",pop,2
683,Another Nine Minutes,Yankee Grey,Pop,pop,1
684,Another One Bites The Dust,Glee Cast,"Pop-Rock,Rock,TV,Cover,Screen,Soundtrack,Pop",pop,7
685,Another One Bites The Dust,Glee Cast,"Pop-Rock,Rock,TV,Cover,Screen,Soundtrack,Pop",rock,7
687,Another Postcard,Barenaked Ladies,Rock,rock,1
688,Another Round,Fat Joe,"R&;B,Rap",r&b,2
689,Another Round,Fat Joe,"R&;B,Rap",rap,2
690,Another Side Of You,Joe Nichols,Country,country,1
691,Another Try,Josh Turner,"Country,Rock",country,2
692,Another Try,Josh Turner,"Country,Rock",rock,2
694,Another Way To Die,Disturbed,"Heavy Metal,Nu-Metal,Rock",rock,3
695,Another Way to Die,"Jack White, Alicia Keys","Rock,Non-Music,Alternative Rock,Soundtrack",rock,4
697,Antidote,Travis Scott,"Trap,Hip-Hop,Memes,Rap",rap,4
698,Antidote,Travis Scott,"Trap,Hip-Hop,Memes,Rap",hip hop,4
700,Any Ol' Barstool,Jason Aldean,Country,country,1
701,Any Other Night,Sharissa,"R&;B,Pop",r&b,2
702,Any Other Night,Sharissa,"R&;B,Pop",pop,2
704,Anybody,Young Thug,"Atlanta,Trap,Rap",rap,3
705,Anyone Else,Collin Raye,Country,country,1
706,Anyone Else But You,"Michael Cera, Ellen Page",Pop,pop,1
707,Anything,JAY,Rap,rap,1
708,Anything,Jaheim,R&;B,r&b,1
709,Anything But Mine,Kenny Chesney,"Country,Rock",country,2
710,Anything But Mine,Kenny Chesney,"Country,Rock",rock,2
712,Anything Could Happen,Ellie Goulding,"UK,Electro-Pop,Dance-Pop,Synth-Pop,Pop",pop,5
713,Anything Goes,Florida Georgia Line,Country,country,1
714,Anything Goes,Randy Houser,Country,country,1
715,Anything Like Me,Brad Paisley,"Country,Rock",country,2
716,Anything Like Me,Brad Paisley,"Country,Rock",rock,2
717,Anyway,Martina McBride,Country,country,1
718,Anywhere,112,"R&;B,Rap",r&b,2
719,Anywhere,112,"R&;B,Rap",rap,2
720,Anywhere With You,Jake Owen,"Country,R&;B,Rock",country,3
721,Anywhere With You,Jake Owen,"Country,R&;B,Rock",r&b,3
722,Anywhere With You,Jake Owen,"Country,R&;B,Rock",rock,3
723,Apeshit,The Carters,"Trap,Rap",rap,2
724,Apologize,Kris Allen,Pop,pop,1
726,Apologize,Timbaland,"Ballad,Adult Contemporary,Remix,Hip-Hop,Pop-Rock,R&;B,Producer,Pop",hip hop,8
727,Apologize,Timbaland,"Ballad,Adult Contemporary,Remix,Hip-Hop,Pop-Rock,R&;B,Producer,Pop",pop,8
728,Apologize,Timbaland,"Ballad,Adult Contemporary,Remix,Hip-Hop,Pop-Rock,R&;B,Producer,Pop",r&b,8
730,Apparently,J. Cole,"Producer,Rap",rap,2
731,Applause,Lady Gaga,"Eurodance,Electronic,Pop",dance/electronic/house,3
732,Applause,Lady Gaga,"Eurodance,Electronic,Pop",pop,3
734,Arab Money,Busta Rhymes,"Remix,Rap",rap,2
735,Are We Cuttin',Pastor Troy,Rap,rap,1
736,Are You Gonna Be My Girl,Jet,"Alternative Rock,Pop-Rock,Rock",rock,3
737,Are You Gonna Be My Girl,Jet,"Alternative Rock,Pop-Rock,Rock",pop,3
738,Are You Gonna Kiss Me Or Not,Thompson Square,Country,country,1
739,Are You Happy Now?,Michelle Branch,Pop,pop,1
740,Area Codes,Ludacris,Rap,rap,1
741,Arms,Christina Perri,Rock,rock,1
742,Arms Around You,"XXXTENTACION, Lil Pump","Pop,Dancehall,East Coast,Dance,Latin Music,En Espa\xc3\xb1ol,Rap",pop,7
743,Arms Around You,"XXXTENTACION, Lil Pump","Pop,Dancehall,East Coast,Dance,Latin Music,En Espa\xc3\xb1ol,Rap",dance/electronic/house,7
745,Arms Around You,"XXXTENTACION, Lil Pump","Pop,Dancehall,East Coast,Dance,Latin Music,En Espa\xc3\xb1ol,Rap",rap,7
746,Around The World,ATC,Pop,pop,1
747,As Good As I Once Was,Toby Keith,"Country,Rock",country,2
748,As Good As I Once Was,Toby Keith,"Country,Rock",rock,2
749,As If,Sara Evans,Country,country,1
751,As If We Never Said Goodbye,Glee Cast,"Musicals,Cover,Screen,Soundtrack,Pop",pop,5
752,As Long As You Love Me,Justin Bieber,"Dance,Dance-Pop,Canada,Rap,Electronic,Pop",dance/electronic/house,6
753,As Long As You Love Me,Justin Bieber,"Dance,Dance-Pop,Canada,Rap,Electronic,Pop",pop,6
755,As Long As You Love Me,Justin Bieber,"Dance,Dance-Pop,Canada,Rap,Electronic,Pop",rap,6
757,As Long As You're There,Glee Cast,"Screen,Soundtrack,Pop",pop,3
758,As She's Walking Away,Zac Brown Band,Country,country,1
759,As We Lay,Kelly Price,Pop,pop,1
760,As Your Friend,Afrojack,"Dance,Pop,Electronic,R&;B,Rap",dance/electronic/house,5
761,As Your Friend,Afrojack,"Dance,Pop,Electronic,R&;B,Rap",pop,5
762,As Your Friend,Afrojack,"Dance,Pop,Electronic,R&;B,Rap",r&b,5
763,As Your Friend,Afrojack,"Dance,Pop,Electronic,R&;B,Rap",rap,5
764,Ashes By Now,Lee Ann Womack,Country,country,1
765,Ask Me How I Know,Garth Brooks,Country,country,1
766,Ass Back Home,Gym Class Heroes,"Pop,Rap",pop,2
767,Ass Back Home,Gym Class Heroes,"Pop,Rap",rap,2
768,Ass Like That,Eminem,"Hip-Hop,Rap",hip hop,2
769,Ass Like That,Eminem,"Hip-Hop,Rap",rap,2
771,Aston Martin Music,Rick Ross,"Canada,Rap",rap,2
772,Astronauts,"Future, Juice WRLD","Trap,Rap",rap,2
773,Astrothunder,Travis Scott,"Trap,Cloud Rap,Rap",rap,3
774,At Last,Beyonce,R&;B,r&b,1
775,At My Best,Machine Gun Kelly,"Pop,Rap",pop,2
776,At My Best,Machine Gun Kelly,"Pop,Rap",rap,2
777,At The Club,"Jacquees, Dej Loaf",R&;B,r&b,1
779,Atlas,Coldplay,"Screen,Soundtrack,Alternative,Alternative Rock,Rock",alternative/indie,5
780,Atlas,Coldplay,"Screen,Soundtrack,Alternative,Alternative Rock,Rock",rock,5
782,Attention,Charlie Puth,"Funk,Disco,Adult Contemporary,Soul Pop,Pop-Rock,Producer,Pop",pop,7
784,Attention,The Weeknd,"Canada,R&;B,Electro-Pop,Pop",r&b,4
785,Attention,The Weeknd,"Canada,R&;B,Electro-Pop,Pop",pop,4
786,Auld Lang Syne,Kenny G,Pop,pop,1
787,Austin,Blake Shelton,"Country,Rock",country,2
788,Austin,Blake Shelton,"Country,Rock",rock,2
790,Auto Pilot,Migos,"Motown,Trap,Rap",rap,3
791,Automatic,Miranda Lambert,"Rock,Country",rock,2
792,Automatic,Miranda Lambert,"Rock,Country",country,2
793,Aw Naw,Chris Young,"Country,Rock",country,2
794,Aw Naw,Chris Young,"Country,Rock",rock,2
795,Awake And Alive,Skillet,"Christian Rock,Christian,Rock",rock,3
798,Away From Me,Puddle Of Mudd,"Grunge,Rock",rock,2
799,Away From The Sun,3 Doors Down,Rock,rock,1
800,Awful Things,Lil Peep,"Rap Rock,Emo Rap,Pop-Punk,East Coast,Alternative Rock,Emo,Trap,Cloud Rap,Alternative,Rap",rock,10
801,Awful Things,Lil Peep,"Rap Rock,Emo Rap,Pop-Punk,East Coast,Alternative Rock,Emo,Trap,Cloud Rap,Alternative,Rap",rap,10
802,Awful Things,Lil Peep,"Rap Rock,Emo Rap,Pop-Punk,East Coast,Alternative Rock,Emo,Trap,Cloud Rap,Alternative,Rap",pop,10
804,Awful Things,Lil Peep,"Rap Rock,Emo Rap,Pop-Punk,East Coast,Alternative Rock,Emo,Trap,Cloud Rap,Alternative,Rap",alternative/indie,10
805,"Awful, Beautiful Life",Darryl Worley,Pop,pop,1
807,Awnaw,Nappy Roots,"Dirty South,Alternative,Hip-Hop,Rap",alternative/indie,4
808,Awnaw,Nappy Roots,"Dirty South,Alternative,Hip-Hop,Rap",hip hop,4
809,Awnaw,Nappy Roots,"Dirty South,Alternative,Hip-Hop,Rap",rap,4
811,Axel F,Crazy Frog,"Memes,Pop",pop,2
812,Ay Chico,Pitbull,Rap,rap,1
813,Ayo,"Chris Brown, Tyga","R&;B,Rap",r&b,2
814,Ayo,"Chris Brown, Tyga","R&;B,Rap",rap,2
815,Ayo Technology,50 Cent,"Rap,Producer",rap,2
817,Ayy Ladies,Travis Porter,Rap,rap,1
819,B,Please,"West Coast,Rap",rap,2
820,B R Right,Trina,Rap,rap,1
821,B.E.D.,Jacquees,"Alternative R&;B,R&;B",alternative/indie,2
822,B.E.D.,Jacquees,"Alternative R&;B,R&;B",r&b,2
824,B.Y.O.B.,System Of A Down,"Thrash Metal,Alternative Metal,Alternative Rock,Metal,Heavy Metal,Rock",alternative/indie,6
825,B.Y.O.B.,System Of A Down,"Thrash Metal,Alternative Metal,Alternative Rock,Metal,Heavy Metal,Rock",rock,6
826,BAD!,XXXTENTACION,"Hip-Hop,Cloud Rap,R&;B,Trap,Rap",hip hop,5
827,BAD!,XXXTENTACION,"Hip-Hop,Cloud Rap,R&;B,Trap,Rap",rap,5
828,BAD!,XXXTENTACION,"Hip-Hop,Cloud Rap,R&;B,Trap,Rap",r&b,5
829,BB Good,Jonas Brothers,"Pop,Pop-Rock",pop,2
831,BBO,Migos,"Motown,Trap,Rap",rap,3
833,BEBE,6ix9ine,"Puerto Rico,Rap,Latin Urban,Pop,Reggaeton,En Espa\xc3\xb1ol,Latin Music",rap,7
834,BEBE,6ix9ine,"Puerto Rico,Rap,Latin Urban,Pop,Reggaeton,En Espa\xc3\xb1ol,Latin Music",pop,7
835,Babe,Sugarland,"Country,Pop",country,2
836,Babe,Sugarland,"Country,Pop",pop,2
838,Babel,"Mumford, Sons","UK,Rock",rock,2
840,Baby,Ashanti,"Soul,R&;B",r&b,2
841,Baby,Fabolous,Rap,rap,1
843,Baby,Glee Cast,"Christmas,Cover,LGBTQ+,TV,Screen,Soundtrack,Pop",pop,7
845,Baby,Justin Bieber,"Memes,Dance-Pop,Dance,Electronic,Electro-Pop,Canada,Rap,Pop",pop,8
846,Baby,Justin Bieber,"Memes,Dance-Pop,Dance,Electronic,Electro-Pop,Canada,Rap,Pop",dance/electronic/house,8
847,Baby,Justin Bieber,"Memes,Dance-Pop,Dance,Electronic,Electro-Pop,Canada,Rap,Pop",rap,8
848,Baby,LL Cool J,Rap,rap,1
849,Baby Be My Love Song,Easton Corbin,Country,country,1
850,Baby Blue,Action Bronson,Rap,rap,1
851,Baby Boy,Beyonce,"Dancehall,R&;B,Pop",dance/electronic/house,3
852,Baby Boy,Beyonce,"Dancehall,R&;B,Pop",r&b,3
853,Baby Boy,Beyonce,"Dancehall,R&;B,Pop",pop,3
854,Baby By Me,50 Cent,Rap,rap,1
855,Baby Don't Go,Fabolous,Rap,rap,1
856,Baby Don't Lie,Gwen Stefani,"R&;B,Reggae,Pop",r&b,3
858,Baby Don't Lie,Gwen Stefani,"R&;B,Reggae,Pop",pop,3
859,Baby Girl,Sugarland,"Country,Rock",country,2
860,Baby Girl,Sugarland,"Country,Rock",rock,2
861,Baby I,Ariana Grande,"R&;B,Pop",r&b,2
862,Baby I,Ariana Grande,"R&;B,Pop",pop,2
863,Baby I Love U,Jennifer Lopez,R&;B,r&b,1
864,Baby Mama,Fantasia,R&;B,r&b,1
866,Baby One More Time,Glee Cast,"Screen,Soundtrack,Pop",pop,3
867,Baby Shark,Pinkfong,"Alternative Rock,Memes,Children&#39;s Music,Pop",rock,4
869,Baby Shark,Pinkfong,"Alternative Rock,Memes,Children&#39;s Music,Pop",pop,4
870,Baby U Are,Gerald Levert,"Soul Pop,Neo Soul,Soul,R&;B,Pop",pop,5
872,Baby U Are,Gerald Levert,"Soul Pop,Neo Soul,Soul,R&;B,Pop",r&b,5
874,"Baby, It's Cold Outside",Glee Cast,"Christmas,Cover,LGBTQ+,TV,Screen,Soundtrack,Pop",pop,7
876,Babylon,David Gray,"Piano,Adult Contemporary,Adult Alternative,Singer-Songwriter,Folk Rock,Pop-Rock,Pop,Rock",alternative/indie,8
877,Babylon,David Gray,"Piano,Adult Contemporary,Adult Alternative,Singer-Songwriter,Folk Rock,Pop-Rock,Pop,Rock",rock,8
878,Babylon,David Gray,"Piano,Adult Contemporary,Adult Alternative,Singer-Songwriter,Folk Rock,Pop-Rock,Pop,Rock",pop,8
879,Bacc At It Again,"Yella Beezy, Gucci Mane, Quavo","Hip-Hop,Rap",hip hop,2
880,Bacc At It Again,"Yella Beezy, Gucci Mane, Quavo","Hip-Hop,Rap",rap,2
881,Back At One,Brian McKnight,R&;B,r&b,1
882,Back At One,Mark Wills,Country,country,1
883,Back Here,BBMak,Pop,pop,1
884,Back In Time,Pitbull,Rap,rap,1
885,Back It Up,Prince Royce,Pop,pop,1
886,Back Like That,Ghostface Killah,Rap,rap,1
887,Back On Road,"Gucci Mane, Drake","Trap,Atlanta,Canada,Rap",rap,4
889,Back Then,Mike Jones,Rap,rap,1
891,Back To Back,Drake,"Canada,Producer,Trap,Beef,Rap",rap,5
893,Back To Black,Glee Cast,"Screen,Soundtrack,Pop",pop,3
894,Back To December,Taylor Swift,"Baroque Pop,Country",pop,2
895,Back To December,Taylor Swift,"Baroque Pop,Country",country,2
896,Back To Sleep,Chris Brown,"Pop,Rap,Remix,R&;B",pop,4
897,Back To Sleep,Chris Brown,"Pop,Rap,Remix,R&;B",rap,4
